index,wave,country,imp_family,imp_religion,happiness,satisfaction_life,univ_imp_boy_girl,housewife_fulfill_work,marital,num_children,satisfaction_finance,confidence_women_org,respect_human,religious_denom,religious_person,justify_gay,justify_abortion,justify_divorce,employment_status,chief_wage,sex,year_birth,age,edu,edu_age_complete,ethnic,survey_year
83224,2010-2013,United States,Very important,Not at all important,Very happy,7,Strongly disagree,Disagree,Single,No children,2,Quite a lot,No respect at all,None,An atheist,Always justifiable,9,Always justifiable,Unemployed,No,Male,,,Complete secondary school: university-preparatory type,No answer,"US: White, Non-Hispanic",2011
83225,2010-2013,United States,Very important,Not very important,Rather happy,8,Disagree,Disagree,Divorced,3 children,6,Not very much,Not much respect,Protestant,A religious person,6,Never justifiable,4,Full time,Yes,Male,,,Complete secondary school: university-preparatory type,,"US: 2+Races, Non-Hispanic",2011
83226,2010-2013,United States,Not very important,Not at all important,Rather happy,5,Strongly disagree,Disagree,Single,No children,3,A great deal,Fairly muchrespect,Protestant,Not a religious person,Always justifiable,Always justifiable,Always justifiable,Full time,Yes,Female,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
83227,2010-2013,United States,Very important,Rather important,Rather happy,9,Disagree,Agree strongly,Married,3 children,7,Quite a lot,Not much respect,Roman Catholic,A religious person,Always justifiable,4,6,Full time,Yes,Male,,,Complete secondary school: university-preparatory type,,"US: White, Non-Hispanic",2011
83228,2010-2013,United States,Very important,Very important,Very happy,Completely satisfied,Disagree,Agree strongly,Married,4 children,No answer; BH: Refused,Not very much,A great deal of respect for individual human rights,Roman Catholic,A religious person,5,Never justifiable,8,Retired,Yes,Male,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
83229,2010-2013,United States,Very important,Very important,Very happy,Completely satisfied,Agree strongly,Agree strongly,Married,3 children,Completely satisfied,A great deal,Fairly muchrespect,Roman Catholic,A religious person,Always justifiable,8,9,Housewife,Yes,Female,,,"Some university-level education, without degree",,"US: White, Non-Hispanic",2011
83230,2010-2013,United States,Very important,Very important,Very happy,9,Strongly disagree,Strongly disagree,Divorced,2 children,7,Not very much,Not much respect,Other;Not specific,A religious person,2,4,8,Full time,Yes,Female,,,"University-level education, with degree",No answer,"US: White, Non-Hispanic",2011
83231,2010-2013,United States,Very important,Rather important,Not very happy,5,Disagree,Agree,Married,4 children,3,Not very much,Not much respect,None,An atheist,5,5,5,Full time,Yes,Male,,,Complete secondary school: university-preparatory type,,"US: White, Non-Hispanic",2011
83232,2010-2013,United States,Very important,Rather important,Rather happy,9,Disagree,Agree,Married,2 children,9,Quite a lot,A great deal of respect for individual human rights,Protestant,A religious person,9,9,9,Retired,Yes,Male,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
83233,2010-2013,United States,Very important,Not very important,Very happy,Completely satisfied,Strongly disagree,Agree,Married,4 children,7,Quite a lot,Fairly muchrespect,None,Not a religious person,Always justifiable,7,7,Retired,Yes,Male,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
83234,2010-2013,United States,Very important,Rather important,Very happy,9,Strongly disagree,Strongly disagree,Single,No children,7,A great deal,Fairly muchrespect,Protestant,A religious person,Always justifiable,Always justifiable,Always justifiable,Students,No,Female,,,"Some university-level education, without degree",,"US: White, Non-Hispanic",2011
83235,2010-2013,United States,Very important,Not very important,Rather happy,9,Strongly disagree,Agree,Single,No children,8,Quite a lot,Fairly muchrespect,Roman Catholic,A religious person,8,8,9,Full time,Yes,Female,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
83236,2010-2013,United States,Very important,Very important,Rather happy,6,Disagree,Agree,Married,2 children,9,Quite a lot,Fairly muchrespect,Protestant,A religious person,5,5,5,Retired,Yes,Male,,,"Some university-level education, without degree",,"US: Black, Non-Hispanic",2011
83237,2010-2013,United States,Very important,Very important,Not very happy,5,Strongly disagree,Agree,Single,1 child,2,Quite a lot,Fairly muchrespect,Roman Catholic,A religious person,9,6,8,Unemployed,Yes,Female,,,"Some university-level education, without degree",,"US: White, Non-Hispanic",2011
83238,2010-2013,United States,Very important,Not very important,Rather happy,7,Strongly disagree,Agree,Married,2 children,5,Quite a lot,Fairly muchrespect,None,A religious person,Always justifiable,Always justifiable,Always justifiable,Full time,Yes,Male,,,"Some university-level education, without degree",,"US: White, Non-Hispanic",2011
83239,2010-2013,United States,Rather important,Very important,Very happy,Completely satisfied,Strongly disagree,Agree,Married,3 children,Completely satisfied,Quite a lot,Fairly muchrespect,Protestant,Not a religious person,5,5,5,Self employed,Yes,Male,,,"Some university-level education, without degree",,"US: White, Non-Hispanic",2011
83240,2010-2013,United States,Very important,Not at all important,Rather happy,7,Disagree,Agree,Living together as married,3 children,7,Not very much,Not much respect,None,Not a religious person,8,Always justifiable,8,Retired,Yes,Male,,,"Some university-level education, without degree",,"US: White, Non-Hispanic",2011
83241,2010-2013,United States,Very important,Rather important,Very happy,9,Disagree,Disagree,Living together as married,1 child,7,Quite a lot,A great deal of respect for individual human rights,Protestant,A religious person,5,2,5,Retired,Yes,Male,,,Complete primary school,,"US: White, Non-Hispanic",2011
83242,2010-2013,United States,Not very important,Not at all important,Rather happy,9,Strongly disagree,Agree,Married,No children,9,Quite a lot,A great deal of respect for individual human rights,None,Not a religious person,7,8,8,Full time,Yes,Female,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
83243,2010-2013,United States,Very important,Very important,Rather happy,8,Strongly disagree,Agree,Widowed,No children,7,Quite a lot,Fairly muchrespect,Roman Catholic,A religious person,8,6,9,Retired,Yes,Male,,,Complete secondary school: university-preparatory type,,"US: White, Non-Hispanic",2011
83244,2010-2013,United States,Very important,Rather important,Rather happy,7,Strongly disagree,Disagree,Married,2 children,4,Not very much,Fairly muchrespect,Protestant,A religious person,8,5,5,Full time,Yes,Female,,,Complete secondary school: university-preparatory type,,"US: Other, Non-Hispanic",2011
83245,2010-2013,United States,Very important,Very important,Very happy,8,Strongly disagree,Agree strongly,Divorced,3 children,5,Quite a lot,Fairly muchrespect,Protestant,A religious person,8,Never justifiable,8,Full time,Yes,Female,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
83246,2010-2013,United States,Very important,Rather important,Rather happy,8,Disagree,Agree,Married,4 children,Completely satisfied,Quite a lot,Fairly muchrespect,Protestant,Not a religious person,8,8,9,Retired,Yes,Male,,,Incomplete secondary school: university-preparatory type,,"US: White, Non-Hispanic",2011
83247,2010-2013,United States,Very important,Not very important,Very happy,7,Strongly disagree,Agree,Married,No children,7,Quite a lot,Fairly muchrespect,None,Not a religious person,Always justifiable,5,7,Full time,No,Male,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
83248,2010-2013,United States,Very important,Very important,Rather happy,7,Strongly disagree,Agree strongly,Married,3 children,7,Quite a lot,Not much respect,Roman Catholic,A religious person,Always justifiable,Never justifiable,Always justifiable,Full time,No,Female,,,"Some university-level education, without degree",,"US: White, Non-Hispanic",2011
83249,2010-2013,United States,Very important,Not at all important,Rather happy,8,Strongly disagree,Disagree,Living together as married,No children,4,Quite a lot,Not much respect,Jew,An atheist,Always justifiable,Always justifiable,Always justifiable,Self employed,No,Female,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
83250,2010-2013,United States,Very important,Rather important,Rather happy,9,Strongly disagree,Disagree,Married,2 children,8,Quite a lot,Fairly muchrespect,Protestant,A religious person,Always justifiable,7,7,Full time,No,Female,,,"Some university-level education, without degree",,"US: White, Non-Hispanic",2011
83251,2010-2013,United States,Very important,Very important,Rather happy,7,Agree,Agree strongly,Separated,1 child,9,None at all,Fairly muchrespect,Protestant,A religious person,Never justifiable,Never justifiable,5,Other,Yes,Male,,,Complete secondary school: university-preparatory type,,"US: White, Non-Hispanic",2011
83252,2010-2013,United States,Very important,Rather important,Very happy,9,Strongly disagree,Agree strongly,Married,No children,8,Not very much,Not much respect,Protestant,A religious person,8,8,8,Full time,Yes,Female,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
83253,2010-2013,United States,Very important,Rather important,Very happy,9,Strongly disagree,Agree strongly,Married,2 children,9,Quite a lot,Not much respect,Roman Catholic,A religious person,8,8,Always justifiable,Housewife,No,Female,,,Complete secondary school: university-preparatory type,,"US: White, Non-Hispanic",2011
83254,2010-2013,United States,Very important,Very important,Not very happy,4,Strongly disagree,Agree,Married,2 children,8,Quite a lot,Not much respect,Protestant,A religious person,4,7,8,Retired,No,Male,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
83255,2010-2013,United States,Very important,Very important,Rather happy,7,Strongly disagree,Agree strongly,Married,6 children,5,Not very much,Not much respect,Other;Not specific,A religious person,Never justifiable,Never justifiable,5,Retired,No answer,Male,,,"Some university-level education, without degree",No answer,"US: White, Non-Hispanic",2011
83256,2010-2013,United States,Very important,Not very important,Very happy,Completely satisfied,Strongly disagree,Disagree,Married,5 children,Completely satisfied,A great deal,A great deal of respect for individual human rights,Roman Catholic,Not a religious person,Always justifiable,7,7,Retired,Yes,Female,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
83257,2010-2013,United States,Very important,Rather important,Very happy,8,Strongly disagree,Disagree,Married,2 children,Completely satisfied,Quite a lot,Fairly muchrespect,Roman Catholic,A religious person,Always justifiable,6,3,Retired,No,Female,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
83258,2010-2013,United States,Very important,Very important,Rather happy,7,Strongly disagree,Agree strongly,Single,No children,6,A great deal,Not much respect,Protestant,A religious person,6,8,5,Part time,No,Male,,,"Some university-level education, without degree",,"US: Black, Non-Hispanic",2011
83259,2010-2013,United States,Very important,Not at all important,Rather happy,8,Strongly disagree,Agree,Married,No children,Completely satisfied,Quite a lot,Fairly muchrespect,None,Not a religious person,8,8,8,Retired,Yes,Male,,,"University-level education, with degree",,"US: White, Non-Hispanic",2011
83260,2010-2013,United States,Very important,Very important,Rather happy,7,Strongly disagree,Agree,Married,2 children,8,Quite a lot,A great deal of respect for individual human rights,Protestant,A religious person,Never justifiable,Never justifiable,8,Retired,No,Female,,,Complete secondary school: university-preparatory type,,"US: White, Non-Hispanic",2011
